registration_no,subject_content_text,cleaned_text,agg_cluster
MORLY/E/2023/0123456,"Refund process nahi ho raha hai, mujhe paise chahiye!",refund process nahi paise chahiye,0
MORLY/E/2023/1234568,"Railway police ne mujhe bina wajah roka, yeh toh galat hai na!",railway police bina wajah roka galat,0
MORLY/E/2023/2345679,"Station ki building ki halat bahut bekar hai, jaldi sudharo!",station building halat bahut bekar jaldi sudharo,0
MORLY/E/2023/3456780,"Train time par nahi aati, kab tak wait karna padega?",train time nahi aati wait padega,0
MORLY/E/2023/4567891,"Payment nahi hui, maine toh sahi details di thi, yeh kya hai?",payment nahi sahi details,0
MORLY/E/2023/5678902,"Mujhe railway staff ki training ke baare mein pata nahi hai, yeh kya hai?",railway staff training baare pata nahi,0
MORLY/E/2023/6789013,"Railway ke toilets bahut gande hain, inhe sudharo!",railway toilets bahut gande inhe sudharo,0
MORLY/E/2023/7890124,"Mujhe train ki seat nahi mili, kya yeh sahi hai?",train seat nahi mili sahi,0
MORLY/E/2023/8901235,"Mere account se paisa deduct hua, lekin confirmation nahi aaya!",account paisa deduct confirmation nahi,0
MORLY/E/2023/9012346,"Staff ka behavior achha nahi hai, unhe training deni chahiye!",staff behavior achha nahi training deni chahiye,0
MORLY/E/2023/0123457,"Platform ka condition bahut kharab hai, ye kaise chalega?",platform condition bahut kharab chalega,0
MORLY/E/2023/4938741,Railway stations mein cleanliness bahut kharab hai. Kya aap log kuch kar sakte hain?,railway stations cleanliness bahut kharab log sakte,0
MORLY/E/2023/6543210,Mujhe ticket ka refund nahi mila. Meri account number XXXXXX1234 hai.,ticket refund nahi mila account number xxxxxx,0
MORLY/E/2023/9812365,Kolkata station par lift kaam nahi kar raha hai. Yeh bahut badi samasya hai.,kolkata station lift kaam nahi bahut badi samasya,0
MORLY/E/2023/2345678,Train staff ka behavior bahut kharab hai. Unhe training ki zaroorat hai.,train staff behavior bahut kharab training zaroorat,0
MORLY/E/2023/3456789,"Time table mein bahut discrepancies hain, bahut dikkat hoti hai.",time table bahut discrepancies bahut dikkat,0
MORLY/E/2023/4567890,Refund process mein kuch problem hai. Meri account number XXXXXX6789 hai.,refund process problem account number xxxxxx,0
MORLY/E/2023/9876543,Pune station par lift band hai. Bahut dikkat hoti hai luggage ke saath.,pune station lift band bahut dikkat luggage saath,0
MORLY/E/2023/1357924,Train ke staff ka behavior theek nahi hai. Unka training hona chahiye.,train staff behavior theek nahi training chahiye,0
MORLY/E/2023/2468013,"Train ki timing sahi nahi hai, kabhi der se aati hai, kabhi pehle.",train timing sahi nahi der aati pehle,0
MORLY/E/2023/3692581,Mujhe payment ka confirmation nahi mila. Account number XXXXXX3456 hai.,payment confirmation nahi mila account number xxxxxx,0
MORLY/E/2023/7531598,"Indore station par basic facilities nahi hai, is par dhyan dena chahiye.",indore station basic facilities nahi dhyan dena chahiye,0
MORLY/E/2023/1597532,"Staff ki training kaafi purani hai, naye standards ke anusar unhe train karna zaroori hai.",staff training purani naye standards anusar train zaroori,0
MORLY/E/2023/2468975,"Train ki punctuality bahut kharab hai, aashirwad ki tarah aati hai.",train punctuality bahut kharab aashirwad tarah aati,0
MORLY/E/2023/3216548,Payment confirmation nahi mila. Account number XXXXXX5678 hai.,payment confirmation nahi mila account number xxxxxx,0
MORLY/E/2023/7896541,Nagpur railway station par seating arrangements kaafi bekar hain.,nagpur railway station seating arrangements bekar,0
MORLY/E/2023/8521473,Staff ki attitude customer ke liye unacceptable hai. Is par action lena chahiye.,staff attitude customer unacceptable action lena chahiye,0
MORLY/E/2023/9632587,Train ki service mein bahut dikkat hoti hai. Kaafi samay tak wait karna padta hai.,train service bahut dikkat samay wait padta,0
MORLY/E/2023/1472583,Mujhe refund nahi mila. Account number XXXXXX4567 hai.,refund nahi mila account number xxxxxx,0
MORLY/E/2023/2589634,Visakhapatnam station par bahut saari facilities nahi hai. Is par dhyan dena zaroori hai.,visakhapatnam station bahut saari facilities nahi dhyan dena zaroori,0
MORLY/E/2023/9876543,Mujhe train ke delay ke baare mein shikayat hai. Bahut samay se intezaar kar raha hoon.,train delay baare shikayat bahut samay intezaar,0
MORLY/E/2023/2345678,Mujhe payment mein dikkat aa rahi hai. Kripya meri madad karein.,payment dikkat kripya,0
MORLY/E/2023/3456789,Station par safai aur facilities bahut kharab hain. Is par dhyan dene ki zaroorat hai.,station safai facilities bahut kharab dhyan dene zaroorat,0
MORLY/E/2023/4567890,"TTE ki taraf se behtar service ki ummid thi, par aisa nahi hua.",tte taraf behtar service ummid aisa nahi,0
MORLY/E/2023/5678901,"Mujhe pata chala hai ki train ki timing bar-bar badal rahi hai, jo bahut pareshan kar rahi hai.",pata chala train timing barbar badal bahut pareshan,0
MORLY/E/2023/6789012,Mere account se paisa deduct ho gaya hai par ticket nahi mili. Bahut samasya hai.,account paisa deduct ticket nahi mili bahut samasya,0
MORLY/E/2023/7890123,"Platform ki sadak bahut kharab hai, is par koi dhyan nahi de raha hai.",platform sadak bahut kharab dhyan nahi,0
MORLY/E/2023/8901234,"Train ke staff ki samvedana bahut kam thi, unhe training ki zaroorat hai.",train staff samvedana bahut kam training zaroorat,0
MORLY/E/2023/9012345,"Train ka samay har baar alag hota hai, jo bahut pareshan kar raha hai.",train samay har baar alag bahut pareshan,0
MORLY/E/2023/0123456,"Mujhe refund ke liye bahut din ho gaye hain, ab tak kuch nahi hua.",refund bahut din nahi,0
MORLY/E/2023/1234568,Railway station par bheed hone par koi suraksha nahi hoti. Yeh anuchit hai.,railway station bheed hone suraksha nahi anuchit,0
MORLY/E/2023/2345679,Train ke staff ko customer service sikhane ki zarurat hai. Kafi samasya hoti hai.,train staff customer service sikhane zarurat kafi samasya,0
MORLY/E/2023/3456780,"Train ka minutewise schedule nahi diya ja raha, yeh bahut samasya hai.",train minutewise schedule nahi bahut samasya,0
MORLY/E/2023/4567891,Mujhe refund karne mein bahut samasya aa rahi hai. Kripya madad karein.,refund bahut samasya kripya,0
MORLY/E/2023/5678902,"Station par parking ki vyavastha ke liye koi suvidha nahi hai, yeh anuchit hai.",station parking vyavastha suvidha nahi anuchit,0
MORLY/E/2023/6789013,Train ke staff ki professionalism bahut kam hai. Yeh humare liye samasya hai.,train staff professionalism bahut kam humare samasya,0
MORLY/E/2023/7890124,"Train schedule ki jankari nahi mil rahi, yeh bahut pareshan kar raha hai.",train schedule jankari nahi mil bahut pareshan,0
MORLY/E/2023/8901235,Refund ka process bahut dheere chal raha hai. Jaldi karein.,refund process bahut dheere chal jaldi,0
MORLY/E/2023/9012346,"Station par facilities bahut kharab hain, is par dhyan dena zaroori hai.",station facilities bahut kharab dhyan dena zaroori,0
MORLY/E/2023/0123467,Staff ka behavior theek nahi hai. Kisi bhi samasya par koi jawab nahi dete.,staff behavior theek nahi kisi samasya jawab nahi dete,0
MORLY/E/2023/1234569,Train se related information time se nahi mil rahi hai. Yeh bahut pareshan kar raha hai.,train related information time nahi mil bahut pareshan,0
MORLY/E/2023/2345680,Payment karte waqt error aa raha hai. Kripya iski janch karein.,payment karte waqt error kripya iski janch,0
MORLY/E/2023/3456781,Station ke washroom bahut gande hain. Is par dhyan dena zaroori hai.,station washroom bahut gande dhyan dena zaroori,0
MORLY/E/2023/4567892,Staff ka behavior mujhe bilkul pasand nahi aaya. Is par action liya jaye.,staff behavior pasand nahi action jaye,0
MORLY/E/2023/2345678,Train ka schedule baar baar badal raha hai. Koi bhi information nahi mil rahi hai. Bahut pareshani ho rahi hai.,train schedule baar baar badal information nahi mil bahut pareshani,0
MORLY/E/2023/3456789,Mujhe ticket book karne par paisa nahi mila. Maine do baar try kiya par paisa vaapas nahi aaya.,ticket book paisa nahi mila baar try paisa vaapas nahi,0
MORLY/E/2023/4567890,Train ke staff ki attitude bahut bekar hai. Unhone mujhe ignor kiya jab maine kuch poocha.,train staff attitude bahut bekar unhone ignor jab poocha,0
MORLY/E/2023/5678901,Station par facilities bahut kharab hai. Toilet clean nahi hai aur drinking water nahi hai.,station facilities bahut kharab toilet clean nahi drinking water nahi,0
MORLY/E/2023/6789012,"Train time par nahi aata. Har baar samay se nahi milta hai, please is par dhyaan dein.",train time nahi aata har baar samay nahi milta dhyaan dein,0
MORLY/E/2023/7890123,"Mujhe payment ka confirmation nahi mila hai, maine ticket book ki thi par paisa nahi gaya.",payment confirmation nahi mila ticket book paisa nahi,0
MORLY/E/2023/8901234,"Mujhe staff se bahut bekar service mili, unka attitude bilkul theek nahi tha.",staff bahut bekar service mili attitude theek nahi,0
MORLY/E/2023/9012345,"Platform par safety measures nahi hai, bahut dikkat hoti hai.",platform safety measures nahi bahut dikkat,0
MORLY/E/2023/0123456,"Train ka cancel hona baar baar ho raha hai, kaise travel karein?",train cancel baar baar travel,0
MORLY/E/2023/1234567,Mujhe ticket ke liye payment karne mein dikkat aayi. Paisa nahi gaya aur ticket nahi mili.,ticket payment dikkat paisa nahi ticket nahi mili,0
MORLY/E/2023/2345678,"Train staff ki training ki kami hai, unhone mujhe accha service nahi diya.",train staff training kami unhone accha service nahi,0
MORLY/E/2023/3456789,"Station ki cleanliness bahut kharab hai, koi bhi staff nahi hai jo dekhe.",station cleanliness bahut kharab staff nahi dekhe,0
MORLY/E/2023/4567890,"Train time par nahi aa rahi, bahut hi dikkat hai, please kuch karein.",train time nahi bahut dikkat,0
MORLY/E/2023/5678901,Mujhe paisa do baar deduct hua par ticket nahi mili. Bahut pareshaan hoon.,paisa baar deduct ticket nahi mili bahut pareshaan,0
MORLY/E/2023/6789012,"Staff bahut rude hai, unse baat karne mein samasya hoti hai, unka approach theek nahi hai.",staff bahut rude unse baat samasya approach theek nahi,0
MORLY/E/2023/7890123,"Station ki facilities bahut kharab hai, koi bhi safai se nahi hai.",station facilities bahut kharab safai nahi,0
MORLY/E/2023/8901234,"Train baar baar late ho rahi hai, isse travel karne mein dikkat ho rahi hai.",train baar baar late isse travel dikkat,0
MORLY/E/2023/9012345,"Paisa deduct hua par ticket nahi mil raha, samasya ko turant suljhaye.",paisa deduct ticket nahi mil samasya turant suljhaye,0
MORLY/E/2023/0123456,"Staff ka behavior theek nahi hai, unhone meri madad nahi ki jab mujhe zaroorat thi.",staff behavior theek nahi unhone nahi jab zaroorat,0
MORLY/E/2023/4567890,Railway station ki infrastructure bahut kharab hai. Toilets aur waiting area mein bahut gandh hai.,railway station infrastructure bahut kharab toilets waiting area bahut gandh,0
MORLY/E/2023/7890123,Mujhe ticket book karne par payment issue aa raha hai. Koi bhi confirmation nahi aa raha hai.,ticket book payment issue confirmation nahi,0
MORLY/E/2023/1234560,Train ke late hone ka koi reason nahi bataya gaya. Bahut pareshani ho rahi hai.,train late hone reason nahi bataya bahut pareshani,0
MORLY/E/2023/2345678,Staff ke behavior se bahut bura laga. Unhone meri madad nahi ki jab mujhe zarurat thi.,staff behavior bahut bura laga unhone nahi jab zarurat,0
MORLY/E/2023/3456789,Toilets aur platforms bahut gande hain. Koi bhi safai nahi ho rahi hai.,toilets platforms bahut gande safai nahi,0
MORLY/E/2023/4567890,"Mujhe ticket cancel karna tha, par refund nahi mila. Kya yeh sahi hai?",ticket cancel refund nahi mila sahi,0
MORLY/E/2023/5678901,"Train ka schedule baar baar change hota hai, jo inconvenience create kar raha hai.",train schedule baar baar change inconvenience create,0
MORLY/E/2023/6789012,Kuch staff ke behaviour se pareshani hai. Unhone mujhe ignore kiya jab maine madad maangi.,staff behaviour pareshani unhone ignore jab maangi,0
MORLY/E/2023/7890123,"Station par lighting ki kami hai, jo suraksha ke liye khatara hai.",station lighting kami suraksha khatara,0
MORLY/E/2023/8901234,"Mujhe reservation ki payment nahi hui, jab maine pichle week try kiya.",reservation payment nahi jab pichle week try,0
MORLY/E/2023/0123457,"Train ka time schedule consistently change ho raha hai, jo inconvenience de raha hai.",train time schedule consistently change inconvenience,0
MORLY/E/2023/1234568,Staff se koi bhi madad nahi mili jab mujhe zarurat thi. Bahut akeli mehsoos kiya.,staff nahi mili jab zarurat bahut akeli mehsoos,0
MORLY/E/2023/2345670,Train station ke infrastructure mein behri kami hai. Aisa lag raha hai jaise koi dhyan nahi de raha.,train station infrastructure behri kami aisa lag jaise dhyan nahi,0
MORLY/E/2023/3456789,Mujhe refund nahi mila jab main ticket cancel kiya. Bahut pareshani ho rahi hai.,refund nahi mila jab main ticket cancel bahut pareshani,0
MORLY/E/2023/4567890,"Train ka driver kaisa hai, yeh pata nahi. Train der se aa rahi hai lagbhag har baar.",train driver kaisa pata nahi train der lagbhag har baar,0
MORLY/E/2023/5678901,Fare collect karne wale staff ne mujhe achhe se treat nahi kiya. Unka attitude galat hai.,fare collect wale staff achhe treat nahi attitude galat,0
MORLY/E/2023/6789012,Station par koi bhi maintenance nahi ho raha. Yeh bahut kharab hai.,station maintenance nahi bahut kharab,0
MORLY/E/2023/7890123,"Ticket ka payment process ho nahi raha hai. Bahut baar try kiya, par kuch nahi hua.",ticket payment process nahi bahut baar try nahi,0
MORLY/E/2023/8901234,"Train ke operation mein koi dikkat hai, jo passengers ko affect kar raha hai.",train operation dikkat passengers affect,0
MORLY/E/2023/9876543,Mujhe train ke timings mein delay ka samna karna pada. Baaki sab theek hai.,train timings delay samna pada theek,0
MORLY/E/2023/8765432,Maine ticket book kiya tha lekin payment nahi hui. Please help!,ticket book payment nahi,0
MORLY/E/2023/7654321,"Platform ka halat kharab hai, bahut gande hai. Sudhar karne ki zarurat hai.",platform halat kharab bahut gande sudhar zarurat,0
MORLY/E/2023/6543210,Train ke staff ka behavior theek nahi tha. Kaafi rude the.,train staff behavior theek nahi rude,0
MORLY/E/2023/5432109,Train baar-baar cancel ho rahi hai. Yeh koi solution nahi hai.,train baarbaar cancel solution nahi,0
MORLY/E/2023/4321098,"Mujhe refund nahi mila hai, ticket cancel kiya tha. Kya karun?",refund nahi mila ticket cancel karun,0
MORLY/E/2023/3210987,"Station ke washrooms gande hain, bahut hi bekar hai.",station washrooms gande bahut bekar,0
MORLY/E/2023/2109876,"Train ke attendant ne mujhe ignore kiya, kuch nahi bola.",train attendant ignore nahi bola,0
MORLY/E/2023/1098765,"Train ke seats gande hain, please is par kuch action liya jaye.",train seats gande action jaye,0
MORLY/E/2023/0987654,"Maine ticket book kiya, lekin payment nahi ho raha hai. Help!",ticket book payment nahi,0
MORLY/E/2023/9876543,"Station par lift band hai, bahut dikkat ho rahi hai. Jaldi khol dijiye.",station lift band bahut dikkat jaldi khol dijiye,0
MORLY/E/2023/8765432,Staff ne mujhe sahi information nahi di. Kaafi samasya hui.,staff sahi information nahi samasya,0
MORLY/E/2023/7654321,Train schedule bahut kharab hai. Bahut time se wait kar raha hoon.,train schedule bahut kharab bahut time wait,0
MORLY/E/2023/6543210,Mujhe refund nahi mil raha hai. Bahut takleef ho rahi hai.,refund nahi mil bahut takleef,0
MORLY/E/2023/5432109,"Station pe water supply nahi hai, bahut dikkat ho rahi hai.",station water supply nahi bahut dikkat,0
MORLY/E/2023/4321098,"Aaj staff ne bahut thoda support diya, mujhe kaafi problem hui.",aaj staff bahut thoda support problem,0
MORLY/E/2023/3210987,"Train ki cleanliness bahut kharab hai, please sudharo.",train cleanliness bahut kharab sudharo,0
MORLY/E/2023/2109876,Mujhe ticket ka refund nahi mila. Bahut takleef ho rahi hai.,ticket refund nahi mila bahut takleef,0
MORLY/E/2023/1098765,"Station par bahut saari gandi cheezein hain, please dekhiye.",station bahut saari gandi cheezein dekhiye,0
MORLY/E/2023/2345678,Train ka schedule bilkul galat hai. Har baar late hoti hai! Bahut pareshani hoti hai.,train schedule galat har baar late bahut pareshani,0
MORLY/E/2023/3456789,Mere payment ka refund nahi aaya. Bahut din ho gaye! Kripya dekhiye.,payment refund nahi bahut din kripya dekhiye,0
MORLY/E/2023/4567890,"Railway station ki safai bahut kharab hai. Kahi bhi dekh lo, kachra hi kachra hai.",railway station safai bahut kharab kahi dekh kachra kachra,0
MORLY/E/2023/5678901,Train mein staff ka behavior bilkul behtar hona chahiye. Koi madad nahi karta.,train staff behavior behtar chahiye nahi karta,0
MORLY/E/2023/6789012,Mujhe har baar train late hoti hai. Bahut dikkat hoti hai office time par.,har baar train late bahut dikkat office time,0
MORLY/E/2023/7890123,Mere account se paise deduct ho gaye par ticket nahi mila. Kripya dekhiye.,account paise deduct ticket nahi mila kripya dekhiye,0
MORLY/E/2023/8901234,"Station par facilities kaafi kharab hain, toilet bhi saaf nahi hain. Sudharo!",station facilities kharab toilet saaf nahi sudharo,0
MORLY/E/2023/9012345,"Railway staff bahut rude hain, madad nahi karte. Yeh nahi chalega!",railway staff bahut rude nahi karte nahi chalega,0
MORLY/E/2023/0123456,Train ka route badal diya gaya bina kisi suchna ke. Samasya hai!,train route badal bina kisi suchna samasya,0
MORLY/E/2023/2345679,Mera refund ab tak nahi aaya. Bahut pareshani ho rahi hai is wajah se.,refund nahi bahut pareshani wajah,0
MORLY/E/2023/3456780,"Station ki safai bahut bekar hai, yeh sudharna zaroori hai.",station safai bahut bekar sudharna zaroori,0
MORLY/E/2023/4567891,"Staff ka behavior bilkul theek nahi hai, madad nahi karte kabhi.",staff behavior theek nahi nahi karte,0
MORLY/E/2023/5678902,"Mere train har baar late hoti hai, kya kuch nahi ho sakta iske liye?",train har baar late nahi sakta iske,0
MORLY/E/2023/6789013,Ticket ka payment to ho gaya par confirmation nahi aaya. Kya karun?,ticket payment confirmation nahi karun,0
MORLY/E/2023/7890124,"Station par koi bhi facility nahi hai, bahut mushkil hoti hai. Sudharna parega!",station facility nahi bahut mushkil sudharna parega,0
MORLY/E/2023/8901235,"Staff ka behavior dheere dheere kharab hota ja raha hai, kya kar sakte hain?",staff behavior dheere dheere kharab sakte,0
MORLY/E/2023/9012346,"Jab bhi train aati hai, koi na koi problem hoti hai. Sudharna chahiye!",jab train aati problem sudharna chahiye,0
MORLY/E/2023/0123457,Mujhe ticket ka payment ho gaya lekin confirmation nahi mila. Kahan check karun?,ticket payment confirmation nahi mila check karun,0
MORLY/E/2023/1234567,Railway ko punctuality improve karna chahiye. Meri train baar-baar late hoti hai.,railway punctuality improve chahiye train baarbaar late,0
MORLY/E/2023/2345678,Maine train ticket ke liye payment kiya tha lekin confirmation nahi aaya.,train ticket payment confirmation nahi,0
MORLY/E/2023/3456789,Station par staff ka behavior achha nahi tha. Unhe training ki zarurat hai.,station staff behavior achha nahi training zarurat,0
MORLY/E/2023/4567890,"Platform ki safai nahi ho rahi hai, bahut ganda hai. Kripya dhyan dein.",platform safai nahi bahut ganda kripya dhyan dein,0
MORLY/E/2023/5678901,Mujhe last minute par train cancel hone ki jankari mili. Ye bahut pareshan kar raha hai.,last minute train cancel hone jankari mili bahut pareshan,0
MORLY/E/2023/6789012,Maine refund ke liye apply kiya tha lekin koi jawab nahi aaya. Help chahiye.,refund apply jawab nahi chahiye,0
MORLY/E/2023/7890123,Train ke staff ka attitude bahut kharab tha. Unhe training ki zarurat hai.,train staff attitude bahut kharab training zarurat,0
MORLY/E/2023/8901234,Station par toilets bahut gande hain. Inki safai karni chahiye jaldi se.,station toilets bahut gande inki safai karni chahiye jaldi,0
MORLY/E/2023/9012345,Mujhe PNR status update nahi mil raha hai. Bahut samasya ho rahi hai.,pnr status update nahi mil bahut samasya,0
MORLY/E/2023/0123456,Mujhe refund ka process samajh nahi aa raha. Help chahiye.,refund process samajh nahi chahiye,0
MORLY/E/2023/1234568,Train staff ki professionalism bahut kam hai. Ye badalna chahiye.,train staff professionalism bahut kam badalna chahiye,0
MORLY/E/2023/2345679,"Railway stations ki facilities ko improve karna chahiye, khaas taur par waiting areas.",railway stations facilities improve chahiye khaas taur waiting areas,0
MORLY/E/2023/3456780,Train ki timing ko lekar bahut pareshani ho rahi hai. Punctuality bahut zaroori hai.,train timing lekar bahut pareshani punctuality bahut zaroori,0
MORLY/E/2023/4567891,Maine ticket book kiya tha par payment abhi tak nahi aaya. Bahut samasya hai.,ticket book payment abhi nahi bahut samasya,0
MORLY/E/2023/5678902,Mujhe train staff ke behavior mein sudhar ki zarurat hai. Bahut ghamand hai.,train staff behavior sudhar zarurat bahut ghamand,0
MORLY/E/2023/6789013,Station par bahut jyada gande paani hai. Is par dhyan dena chahiye.,station bahut jyada gande paani dhyan dena chahiye,0
MORLY/E/2023/7890124,Train ke delay ki wajah samajh nahi aa rahi. Is par clarity chahiye.,train delay wajah samajh nahi clarity chahiye,0
MORLY/E/2023/8901235,Maine tickets ke liye payment kiya par koi confirmation nahi mila!,tickets payment confirmation nahi mila,0
MORLY/E/2023/9012346,"Train ke staff ko training ki zarurat hai, unka behavior kharab hai.",train staff training zarurat behavior kharab,0
MORLY/E/2023/0123457,"Railway stations par amenities ko improve karna chahiye, khaas taur par waiting rooms.",railway stations amenities improve chahiye khaas taur waiting rooms,0
MORLY/E/2023/1234567,Mujhe refund nahi mila for my ticket. Payment card se ho gaya tha par abhi tak kuch nahi hua.,refund nahi mila ticket payment card abhi nahi,0
MORLY/E/2023/2345678,"Train ki timing baar-baar change ho rahi hai, is wajah se bahut dikkat ho rahi hai.",train timing baarbaar change wajah bahut dikkat,0
MORLY/E/2023/3456789,"Platform par zaroori facilities nahi hain, bahut mushkil hoti hai travelling karna.",platform zaroori facilities nahi bahut mushkil travelling,0
MORLY/E/2023/4567890,"TTE ka behavior bahut rude tha, is wajah se main disturbed feel kar raha tha.",tte behavior bahut rude wajah main disturbed feel,0
MORLY/E/2023/5678901,"Bank transfer ke baad mujhe confirmation nahi mila, kaise check karoon?",bank transfer baad confirmation nahi mila check karoon,0
MORLY/E/2023/6789012,"Train ka schedule baar baar badal raha hai, samay par nahi milti hai.",train schedule baar baar badal samay nahi milti,0
MORLY/E/2023/7890123,"Station par safai nahi hoti hai, bahut ganda hota hai, please kuch kariye.",station safai nahi bahut ganda kariye,0
MORLY/E/2023/8901234,"Kuch staff logo ka attitude acha nahi hai, is par action liya jaaye.",staff logo attitude acha nahi action jaaye,0
MORLY/E/2023/9012345,"Mujhe ticket book karte waqt payment issue aa raha hai, please help.",ticket book karte waqt payment issue,0
MORLY/E/2023/0123456,"Train ki frequency thodi kam hai, is par dhyan dena chahiye.",train frequency thodi kam dhyan dena chahiye,0
MORLY/E/2023/1234568,"Station par waiting area nahi hai, is wajah se bahut dikkat hoti hai.",station waiting area nahi wajah bahut dikkat,0
MORLY/E/2023/2345679,"Mujhe TTE ke saath baat karte waqt bahut samasya hui, please kuch karein.",tte saath baat karte waqt bahut samasya,0
MORLY/E/2023/3456780,"Payment confirmation nahi aaya, mujhe help chahiye.",payment confirmation nahi chahiye,0
MORLY/E/2023/4567891,"Train ka waqt baar baar badal raha hai, is baare mein karvahi karo.",train waqt baar baar badal baare karvahi,0
MORLY/E/2023/5678902,"Railway station par parking ki problem hai, is par kuch kariye.",railway station parking problem kariye,0
MORLY/E/2023/6789013,"Kuch employees ka behavior samajhne layak nahi hai, is par action hona chahiye.",employees behavior samajhne layak nahi action chahiye,0
MORLY/E/2023/7890124,"Mujhe payment nahi hua hai booking ke liye, please check kariye.",payment nahi booking check kariye,0
MORLY/E/2023/8901235,"Train ka delay hota hai, is wajah se kaafi dikkat hoti hai, please dekhiye.",train delay wajah dikkat dekhiye,0
MORLY/E/2023/1234567,Train ka schedule baar baar change ho raha hai. Yeh bahut pareshani de raha hai.,train schedule baar baar change bahut pareshani,0
MORLY/E/2023/2345678,Mujhe ticket cancel karne par paisa nahi mila. Badi dikkat ho rahi hai.,ticket cancel paisa nahi mila badi dikkat,0
MORLY/E/2023/3456789,"Train station par staff ki kami hai, koi madad nahi karta.",train station staff kami nahi karta,0
MORLY/E/2023/4567890,"Platform par safai nahi hoti hai, bahut ganda hota hai.",platform safai nahi bahut ganda,0
MORLY/E/2023/5678901,"Train mein bogies ki safai nahi hoti, badbu hoti hai.",train bogies safai nahi badbu,0
MORLY/E/2023/6789012,Mujhe train ka ticket cancel karne par paisa nahi mila. Bahut samasya ho rahi hai.,train ticket cancel paisa nahi mila bahut samasya,0
MORLY/E/2023/7890123,"Station par staff bahut rude hain, madad nahi karte.",station staff bahut rude nahi karte,0
MORLY/E/2023/8901234,"Platform par paani bhara hua hai, bahut dikkat ho rahi hai.",platform paani bhara bahut dikkat,0
MORLY/E/2023/9012345,Train baar baar late hoti hai. Bahut pareshani ho rahi hai.,train baar baar late bahut pareshani,0
MORLY/E/2023/0123456,Mujhe ticket ka paisa nahi mila hai. Aap se gujarish hai ki is par dhyan de.,ticket paisa nahi mila gujarish dhyan,0
MORLY/E/2023/1234568,"Station par staff madad nahi karte, bahut samasya hoti hai.",station staff nahi karte bahut samasya,0
MORLY/E/2023/2345679,Railway crossing pe barish ke paani ki wajah se samasya hoti hai.,railway crossing barish paani wajah samasya,0
MORLY/E/2023/3456780,"Train ke time mein bhot badlav aate hain, samasya ho rahi hai.",train time bhot badlav samasya,0
MORLY/E/2023/4567891,"Mujhe mera ticket cancel karne ka paisa nahi mila, baat karne se koi nahi sunta.",ticket cancel paisa nahi mila baat nahi sunta,0
MORLY/E/2023/5678902,"Station par kuch staff log rude hain, yeh kisi ko madad nahi karte.",station staff log rude kisi nahi karte,0
MORLY/E/2023/6789013,"Railway platforms par safety measures bilkul nahi hain, bahut dar lagta hai.",railway platforms safety measures nahi bahut dar lagta,0
MORLY/E/2023/7890124,"Train ki timings bilkul sahi nahi hain, samasya ho rahi hai.",train timings sahi nahi samasya,0
MORLY/E/2023/8901235,Mujhe refund nahi mila hai. Yeh bahut pareshani de raha hai.,refund nahi mila bahut pareshani,0
MORLY/E/2023/1234567,"Train time se nahi aayi, bahut time waste hua. Please jaldi kuch karein.",train time nahi bahut time waste jaldi,0
MORLY/E/2023/2345678,"Mera ticket ka paisa refund nahi hua, bahut din ho gaye hain. Help karein!",ticket paisa refund nahi bahut din,0
MORLY/E/2023/3456789,Train staff ka behaviour bahut kharab tha. Kya aap kuch kar sakte hain?,train staff behaviour bahut kharab sakte,0
MORLY/E/2023/4567890,Platform ki cleanliness bahut kharab hai. Humara travel experience kharab hota hai.,platform cleanliness bahut kharab humara travel experience kharab,0
MORLY/E/2023/5678901,Mera train cancel ho gaya bina notice ke. Bahut pareshani hui. Kya aap kuch karte hain?,train cancel bina notice bahut pareshani karte,0
MORLY/E/2023/6789012,Payment gateway mein problem aa rahi hai. Ticket book nahi ho raha.,payment gateway problem ticket book nahi,0
MORLY/E/2023/7890123,"Railway staff ko training ki zaroorat hai, unka nyay nahi hai.",railway staff training zaroorat nyay nahi,0
MORLY/E/2023/8901234,Railway station par bahut gande paani ka samasya hai. Isse dekhne ki zaroorat hai.,railway station bahut gande paani samasya isse dekhne zaroorat,0
MORLY/E/2023/9012345,"Train ki timing sahi nahi hai, baar baar delay hota hai. Kya yeh sudhrega?",train timing sahi nahi baar baar delay sudhrega,0
MORLY/E/2023/0123456,"Mujhe ticket cancellation ka paisa nahi mil raha, kya yeh sahi hai?",ticket cancellation paisa nahi mil sahi,0
MORLY/E/2023/1234567,Staff ka behaviour bilkul kharab hai. Aap kya kuch kar sakte hain?,staff behaviour kharab sakte,0
MORLY/E/2023/2345678,"Platform par bahut paani bhara hai, jagah nahi hai. Kya kuch sudharenge?",platform bahut paani bhara jagah nahi sudharenge,0
MORLY/E/2023/3456789,"Mujhe train ka delay report karna hai, bahut takleef ho rahi hai.",train delay report bahut takleef,0
MORLY/E/2023/4567890,"Mera ticket ka paisa refund nahi ho raha hai, kaise mil sakta hai?",ticket paisa refund nahi mil sakta,0
MORLY/E/2023/5678901,"Staff ki training ki zaroorat hai, unka behaviour samasya hai.",staff training zaroorat behaviour samasya,0
MORLY/E/2023/6789012,Station par seating arrangement bahut kharab hai. Sudharo!,station seating arrangement bahut kharab sudharo,0
MORLY/E/2023/7890123,"Train ki seats confirm nahi hui, bahut tension ho rahi hai. Kya kuch kar sakte hain?",train seats confirm nahi bahut tension sakte,0
