registration_no,subject_content_text,dbscan_cluster
MORLY/E/2023/4567890,"Platform par safai nahi hoti hai, bahut ganda hota hai.",0
MORLY/E/2023/5678901,"Train mein bogies ki safai nahi hoti, badbu hoti hai.",0
MORLY/E/2023/6789012,Mujhe train ka ticket cancel karne par paisa nahi mila. Bahut samasya ho rahi hai.,0
MORLY/E/2023/7890123,"Station par staff bahut rude hain, madad nahi karte.",0
MORLY/E/2023/8901234,"Platform par paani bhara hua hai, bahut dikkat ho rahi hai.",0
MORLY/E/2023/9012345,Train baar baar late hoti hai. Bahut pareshani ho rahi hai.,0
MORLY/E/2023/0123456,Mujhe ticket ka paisa nahi mila hai. Aap se gujarish hai ki is par dhyan de.,0
MORLY/E/2023/1234568,"Station par staff madad nahi karte, bahut samasya hoti hai.",0
MORLY/E/2023/2345679,Railway crossing pe barish ke paani ki wajah se samasya hoti hai.,-1
MORLY/E/2023/3456780,"Train ke time mein bhot badlav aate hain, samasya ho rahi hai.",0
MORLY/E/2023/4567891,"Mujhe mera ticket cancel karne ka paisa nahi mila, baat karne se koi nahi sunta.",0
MORLY/E/2023/5678902,"Station par kuch staff log rude hain, yeh kisi ko madad nahi karte.",0
MORLY/E/2023/6789013,"Railway platforms par safety measures bilkul nahi hain, bahut dar lagta hai.",0
MORLY/E/2023/7890124,"Train ki timings bilkul sahi nahi hain, samasya ho rahi hai.",0
MORLY/E/2023/8901235,Mujhe refund nahi mila hai. Yeh bahut pareshani de raha hai.,0
MORLY/E/2023/1234567,"Train time se nahi aayi, bahut time waste hua. Please jaldi kuch karein.",0
MORLY/E/2023/2345678,"Mera ticket ka paisa refund nahi hua, bahut din ho gaye hain. Help karein!",0
MORLY/E/2023/3456789,Train staff ka behaviour bahut kharab tha. Kya aap kuch kar sakte hain?,0
MORLY/E/2023/4567890,Platform ki cleanliness bahut kharab hai. Humara travel experience kharab hota hai.,0
MORLY/E/2023/5678901,Mera train cancel ho gaya bina notice ke. Bahut pareshani hui. Kya aap kuch karte hain?,0
MORLY/E/2023/6789012,Payment gateway mein problem aa rahi hai. Ticket book nahi ho raha.,0
MORLY/E/2023/7890123,"Railway staff ko training ki zaroorat hai, unka nyay nahi hai.",0
MORLY/E/2023/8901234,Railway station par bahut gande paani ka samasya hai. Isse dekhne ki zaroorat hai.,0
MORLY/E/2023/9012345,"Train ki timing sahi nahi hai, baar baar delay hota hai. Kya yeh sudhrega?",0
MORLY/E/2023/0123456,"Mujhe ticket cancellation ka paisa nahi mil raha, kya yeh sahi hai?",0
MORLY/E/2023/1234567,Staff ka behaviour bilkul kharab hai. Aap kya kuch kar sakte hain?,0
MORLY/E/2023/2345678,"Platform par bahut paani bhara hai, jagah nahi hai. Kya kuch sudharenge?",0
MORLY/E/2023/3456789,"Mujhe train ka delay report karna hai, bahut takleef ho rahi hai.",0
MORLY/E/2023/4567890,"Mera ticket ka paisa refund nahi ho raha hai, kaise mil sakta hai?",0
MORLY/E/2023/5678901,"Staff ki training ki zaroorat hai, unka behaviour samasya hai.",0
MORLY/E/2023/6789012,Station par seating arrangement bahut kharab hai. Sudharo!,0
MORLY/E/2023/7890123,"Train ki seats confirm nahi hui, bahut tension ho rahi hai. Kya kuch kar sakte hain?",0
MORLY/E/2023/8901234,Mujhe apne payment ka confirmation nahi mila. Kya karna padega?,0
MORLY/E/2023/9012345,Personnel ka attitude nahi mil raha. Kya aap kuch kar sakte hain?,-1
MORLY/E/2023/2345678,"Mujhe train ki timing ke bare mein pata nahi chala, baar baar delay ho raha hai.",0
MORLY/E/2023/3456789,Mujhe apne ticket ka refund nahi mila. Paisa kab wapas hoga?,0
MORLY/E/2023/4567890,"Staff ka behavior theek nahi tha, kuch janta ke saath rude the.",0
MORLY/E/2023/5678901,"Station ke aas paas sadak kaafi kharab hai, train aate waqt dikkat hoti hai.",0
MORLY/E/2023/6789012,"Train ka seat confirm nahi hua hai, maine to booking ki thi.",0
MORLY/E/2023/7890123,"Mujhe extra charge ka pata nahi chala, paisa kisliye gaya?",0
MORLY/E/2023/8901234,"Train ke staff ka gussa samajh nahi aa raha, kaise baat karte hain.",0
MORLY/E/2023/9012345,"Platform par safai nahi hoti, kuch bhi nahi dikh raha hai.",0
MORLY/E/2023/0123456,"Train time par nahi aayi, maine bahut wait kiya.",0
MORLY/E/2023/1234560,"Payment gateway par error aa raha hai, ticket nahi mil raha.",0
MORLY/E/2023/2345671,"Kuch staff bahut hi anjaan aur rude hain, unko kya training di ja rahi hai?",0
MORLY/E/2023/3456782,"Station ki facilities bahut bekar hain, washroom bhi clean nahi hai.",0
MORLY/E/2023/4567893,"Train ka time change ho gaya hai, samay par nahi aata.",0
MORLY/E/2023/5678904,"Maine extra payment kiya hai, mujhe refund chahiye.",0
MORLY/E/2023/6789015,"Staff thik se information nahi de rahe, kya training hoti hai unki?",0
MORLY/E/2023/7890126,"Station par elevators kaam nahi kar rahe, badi dikkat ho rahi hai.",0
MORLY/E/2023/8901237,"Train ke platform pe koi announcement nahi ho raha, passengers confuse hain.",-1
MORLY/E/2023/9012348,"Payment ke liye card use karte waqt error aa raha hai, please help.",0
MORLY/E/2023/0012345,"Puri train ka schedule badal gaya hai, koi notice nahi diya! Kaafi dikkat ho rahi hai.",0
MORLY/E/2023/0045678,Meri ticket ki payment deduct hui par confirmation nahi mila. Help karein!,0
MORLY/E/2023/0078901,Train mein staff ka behavior bilkul acha nahi tha. Kaafi rude the! Kya hota hai?,0
MORLY/E/2023/0090123,"Station par bahut ganda hai, toilets bhi saaf nahi hain. Ye kya baat hui?",0
MORLY/E/2023/0123456,Train baar baar late ho rahi hai. Koi information nahi milti. Bahut pareshani hoti hai.,0
MORLY/E/2023/0145678,Mujhe ticket cancel karne par refund nahi mila. Kahan jaana chahiye?,0
MORLY/E/2023/0167890,Train ke crew ka attitude bilkul theek nahi hai. Baat karne ka tarika galat hai.,0
MORLY/E/2023/0189012,Platform ki safai bahut kharab hai. Yahan baithna mushkil ho raha hai.,0
MORLY/E/2023/0212345,Train ka timing bilkul galat hai. Koi samajh nahi aa raha ki kya ho raha hai.,0
MORLY/E/2023/0234567,"Meri ticket ke liye payment toh ho gaya, par confirmation nahi aaya! Kya karein?",0
MORLY/E/2023/0256789,Train ke staff kabhi bhi madad nahi karte. Kabhi bhi samasya ke liye nahi milte.,0
MORLY/E/2023/0278901,Railway station ki infrastructure kharab hai. Koi dhyan nahi diya ja raha hai.,0
MORLY/E/2023/0290123,"Train ke delays bahut zyada ho rahe hain, koi update nahi hai. Help karein!",0
MORLY/E/2023/0312345,Meri payment mein kuch dikat aa rahi hai. Refund nahi aa raha hai!,0
MORLY/E/2023/0334567,Staff kabhi bhi madad nahi karte agar koi travel issue hota hai. Bahut mushkil hota hai.,0
MORLY/E/2023/0356789,Station ki safai bahut kharab hai. Koi dhyan nahi de raha.,0
MORLY/E/2023/0378901,Train mein koi samasya hui toh kisi ne help nahi ki. Bahut bura laga.,0
MORLY/E/2023/0390123,Mujhe ticket ki booking ke liye payment nahi mil rahi. Help karein!,0
MORLY/E/2023/0412345,Staff ne koi madad nahi ki jab train late hui. Bahut bura laga!,0
MORLY/E/2023/0434567,Railway station par bahut gandi halat hai. Koi dhyan nahi hai!,0
MORLY/E/2023/4567890,Train ka time schedule bahut hi bigad gaya hai. Daily commute karne mein mushkil hoti hai. Please kuch karein.,0
MORLY/E/2023/9876543,Mujhe ticket ka paisa wapas nahi mila hai. Kya hota hai aisa? Sab kuch theek se hona chahiye.,0
MORLY/E/2023/1238901,Railway station pe bahut gandi halat hai. Safai ka dhyan nahi diya ja raha hai. Please kuch karein.,0
MORLY/E/2023/7891234,Train staff bahut rude hain. Baatein samajhne ke bajaye gussa karte hain. Kindly improve this.,0
MORLY/E/2023/2345678,Trains baar baar late ho rahi hain. Kya aap kuch kar sakte hain iske liye?,0
MORLY/E/2023/8901234,Mujhe refund nahi mila hai jo ki main expect kar rahi thi. Iske liye kuch karein.,0
MORLY/E/2023/1234567,Station pe bahut zyada bheed hai aur facilities bhi nahi hain. Aap log kuch karein.,0
MORLY/E/2023/5678901,Kabhi kabhi staff ki taraf se service itni bekar hoti hai ki main hairaan ho jaati hoon. Iska kya kar rahe hain?,0
MORLY/E/2023/8901235,Train ki timing kaafi badal gayi hai aur humein pata nahi chalta. Iska kya solution hai?,0
MORLY/E/2023/4567892,Mujhe jo payment milna tha wo ab tak nahi aaya. Kab aayega?,0
MORLY/E/2023/6789012,"Station ki facilities poor hain. Aapko kuch karna chahiye, warna kabhi bhi accident ho sakta hai.",0
MORLY/E/2023/7890123,Kabhi kabhi staff se baat karte waqt mujhe aisa lagta hai jaise wo sun nahi rahe hain. Yeh galat hai!,0
MORLY/E/2023/8901236,Train ki service bahut bekaar hai. Train time par nahi aati. Iske liye kya kiya ja raha hai?,0
MORLY/E/2023/1234569,Mera ticket ka refund ab tak nahi aaya hai. Kya aap is par check kar sakte hain?,0
MORLY/E/2023/2345670,Station ki cleanliness improve karni chahiye. Gande paani ki problem hai. Jaldi kuch karein.,-1
MORLY/E/2023/3456781,Staff ki training bahut zaroori hai. Unhe customer service ki training chahiye.,0
MORLY/E/2023/4567898,Trains baar baar cancel ho rahi hain. Is vishay par kaam hona chahiye.,0
MORLY/E/2023/0123457,Payment process mein delays ho rahe hain. Kya kuch kiya ja raha hai?,0
MORLY/E/2023/6789014,Railway station pe bahut hi kharaab infrastructure hai. Is par kuch dhyan dena padega.,0
MORLY/E/2023/3456789,"Train ka schedule bahut hi bekar hai, kya aap is par kuch nahi kar sakte?",0
MORLY/E/2023/4567890,"Mujhe payment refund nahi mila hai, please help!",0
MORLY/E/2023/5678901,Train ke staff ne mujhe achhi tarah se nahi samjha. Yeh sahi nahi hai.,-1
MORLY/E/2023/6789012,"Railway station par cleanliness bahut kharab hai, please kuch kijiye.",0
MORLY/E/2023/7890123,"Meri train baar baar late ho rahi hai, kuch nahi ho raha!",0
MORLY/E/2023/8901234,"Mujhe ticket ka paisa nahi mila, kya aap madad kar sakte hain?",0
MORLY/E/2023/9012345,"Train ke conductor ne bahut bekar service di, mujhe accha nahi laga.",0
MORLY/E/2023/0123456,"Platform par bahut gande paani hai, please kuch kijiye.",0
MORLY/E/2023/1234567,"Meri train khud hi ruk gayi, mujhe samajh nahi aaya kyun.",0
MORLY/E/2023/2345678,Ticket purchase ka paisa mere account mein nahi aaya hai.,0
MORLY/E/2023/3456789,"Mujhe staff ka behavior bahut bekar laga, please kuch kijiye.",0
MORLY/E/2023/4567890,"Railway station ke bahar bahut traffic hai, kuch nahi ho raha.",0
MORLY/E/2023/5678901,"Trains ki timing bahut bekar hai, kuch kijiye.",0
MORLY/E/2023/6789012,"Mujhe ticket ka paisa wapas nahi mila hai, help please!",0
MORLY/E/2023/7890123,"Staff ki training bahut zaroori hai, service bahut achhi nahi hai.",0
MORLY/E/2023/8901234,"Railway station ki building kafi purani hai, please kuch karein.",0
MORLY/E/2023/9012345,"Train ki frequency bahut kam hai, please kuch kariye.",0
MORLY/E/2023/0123456,"Mujhe ticket ka paise nahi mila, please help!",0
MORLY/E/2023/1234568,"Mujhe staff ka behavior theek nahi laga, please kuch kijiye.",0
MORLY/E/2023/1234567,Train kaafi late ho rahi hai. Iski wajah se kaafi pareshaani ho rahi hai.,0
MORLY/E/2023/2345678,Mere payment ka refund nahi hua hai. Bahut din ho gaye.,0
MORLY/E/2023/3456789,Train staff ne achha behave nahi kiya. Unka attitude theek nahi tha.,0
MORLY/E/2023/4567890,Chennai station ki facilities bahut kharab hai. Toilet bhi saaf nahi hai.,0
MORLY/E/2023/5678901,Train ka time schedule bilkul sahi nahi hai. Bahut delay hota hai.,0
MORLY/E/2023/6789012,Payment karne par bhi ticket nahi mila hai. Bahut pareshaani ho rahi hai.,0
MORLY/E/2023/7890123,Staff bahut rude hai aur koi madad nahi karte. Bahut bura experience raha.,0
MORLY/E/2023/8901234,Platform kaafi ganda hai aur infrastructure acha nahi hai. Jaldi sudhara jaye.,-1
MORLY/E/2023/9012345,Train ka service bilkul theek nahi hai. Bar-bar problems hoti hai.,0
MORLY/E/2023/0123456,Ticket purchase ke liye payment nahi ho raha hai. Bahut dikkat ho rahi hai.,0
MORLY/E/2023/1234568,"Staff ne help nahi ki, mujhe bahut problem hui. Unhe training ki zarurat hai.",0
MORLY/E/2023/2345679,Station ki safai bilkul nahi ho rahi hai. Bahut badbu hai.,0
MORLY/E/2023/3456780,Train operation bahut kharab hai. Bilkul time par nahi aati.,0
MORLY/E/2023/4567891,"Payment ka issue aa raha hai. Refund nahi ho raha hai, bahut samasya ho rahi hai.",0
MORLY/E/2023/5678902,Personnel ne meri madad nahi ki. Unhe training ki zarurat hai.,0
MORLY/E/2023/6789013,"Station kaafi ganda hai, safai nahi hai. Cleaning staff ko sudharne ki zarurat hai.",0
MORLY/E/2023/7890124,"Train kaafi der se aayi, isse kaafi dikkat hui. Kripya ispar dhyan de.",0
MORLY/E/2023/8901235,"Payment nahi ho raha hai, ticket nahi mil raha. Bahut pareshani ho rahi hai.",0
MORLY/E/2023/9012346,"Staff ne meri madad nahi ki, mujhe bahut pareshani hui. Woh rude the.",0
MORLY/E/2023/9876543,Train ka time bahut der se aata hai. Logon ko kaafi dikkat hoti hai. Please kuch karein.,-1
MORLY/E/2023/1234567,Mere payment ka confirmation nahi aa raha hai. Maine 3 din pehle book kiya tha.,0
MORLY/E/2023/2345678,Station staff bahut rude hote hain. Aapko unhe training deni chahiye.,0
MORLY/E/2023/3456789,Platform bahut kharab hai. Safety ke liye kuch karein.,0
MORLY/E/2023/4567890,Train ki timing bar-bar change hoti hai. Isse bahut pareshani hoti hai.,0
MORLY/E/2023/5678901,Mujhe refund nahi mila. Galat charge hua hai. Help karein.,0
MORLY/E/2023/6789012,Kuch staff ke behavior se khush nahi hoon. Unka attitude thoda badalna chahiye.,0
MORLY/E/2023/7890123,Roads to station kharab hain. Travel karte waqt dikkat hoti hai.,0
MORLY/E/2023/8901234,Seat allocation system sahi nahi hai. Mere seat ka allocation galat hua hai.,0
MORLY/E/2023/9012345,"Credit card se payment kiya, lekin koi confirmation nahi mila.",0
MORLY/E/2023/0123456,Kya staff thoda friendly nahi ho sakte? Aise baat karte hain jaise hum unke dushman hain.,-1
MORLY/E/2023/1234568,"Station par safai nahi hoti, bahut gandh hoti hai.",0
MORLY/E/2023/2345679,Train schedule reliable nahi hai. Hum sab pareshan hain.,0
MORLY/E/2023/3456790,Mera payment process nahi ho raha hai. Please help.,0
MORLY/E/2023/4567891,Staff bahut akele lag rahe hain. Unko training ki zarurat hai.,0
MORLY/E/2023/5678902,Train station ka entrance bahut kharab hai. Jaldi theek karein.,0
MORLY/E/2023/6789013,Train ki safety measures check karna chahiye. Bahut risk hai.,0
MORLY/E/2023/7890124,Mujhe payment receive nahi hui. Bahut din ho gaye.,0
MORLY/E/2023/8901235,Staff ko training ki zaroorat hai. Bahut kamzor hain wo.,0
MORLY/E/2023/9012346,Railway station par toilets bahut gande hain. Unka dhyaan rakhein.,0
MORLY/E/2023/2345678,"Mujhe ticket ka cancellation ka paisa nahi mila, please jaldi karen.",0
MORLY/E/2023/3456789,"Train time par nahi aayi, bahut pareshani hui, kya yeh sab hamesha hota hai?",0
MORLY/E/2023/4567890,"Railway station ki safai bahut kharab hai, please kuch karen.",0
MORLY/E/2023/5678901,"Train mein staff ki kami thi, service bahut kharab thi.",0
MORLY/E/2023/6789012,"Mujhe payment ka confirmation nahi mila, please check karein.",0
MORLY/E/2023/7890123,"Train baar baar late hoti hai, kya koi solution hai?",0
MORLY/E/2023/8901234,"Station par water aur toilet ki suvidha nahi hai, please kuch karein.",0
MORLY/E/2023/9012345,"Staff ko train mein baithne ki samasya hai, please kuch karein.",-1
MORLY/E/2023/0123456,Payment nahi ho raha hai jab mai online booking karta hoon.,0
MORLY/E/2023/1234567,"Mujhe train service mein bahut samasya ho rahi hai, kya aap madad kar sakte hain?",0
MORLY/E/2023/2345679,"Station par parking ki bahut kami hai, aap log is par dhyan dein.",0
MORLY/E/2023/3456780,"Station par staff ka behavior bahut kharab hai, please kuch karein.",0
MORLY/E/2023/4567891,Mujhe paisa nahi mil raha hai jab mai ticket book karta hoon.,0
MORLY/E/2023/5678902,"Train baar baar cancel ho rahi hai, kya kuch kiya ja sakta hai?",0
MORLY/E/2023/6789013,"Platform bahut kharab hai, safety issues hai, please dekhein.",0
MORLY/E/2023/7890124,"Ticket checkers ka behavior theek nahi hai, please kuch karein.",0
MORLY/E/2023/8901235,Mujhe paisa nahi mila jab maine ticket book kiya.,0
MORLY/E/2023/9012346,"Train ka schedule baar baar change ho raha hai, please iski jaanch karen.",0
MORLY/E/2023/0123467,"Platform par safety measures nahi hain, please kuch karein.",0
MORLY/E/2023/7654321,"Train punctuality is a big issue. Mera train har bar late hota hai, is par kuch kiya jaye.",-1
MORLY/E/2023/6543210,Mujhe refund nahi mila hai for my ticket. PNR number XXXXXX ki help chahiye.,0
MORLY/E/2023/5432109,"Station par cleanliness bahut kharab hai, is par kuch action lena chahiye.",0
MORLY/E/2023/4321098,"Customer service staff rude hai, aur help nahi karte. Yeh unacceptable hai!",0
MORLY/E/2023/3210987,Train ka schedule bahut confusing hai. Samay par nahi milta hai.,0
MORLY/E/2023/2109876,Mujhe payment confirmation nahi mila hai. PNR XXXXXX se madad chahiye.,0
MORLY/E/2023/1098765,Foot overbridge bahut kharab hai. Bhi bhari hai aur repair ki zarurat hai.,0
MORLY/E/2023/0987654,"Staff ki training behtar honi chahiye, kyunki unka response bahut slow hai.",0
MORLY/E/2023/9876543,"Train ka timing sahi nahi hai, seat allocation bhi galat hota hai.",0
MORLY/E/2023/8765432,Payment gateway kaam nahi kar raha. Mera ticket confirm nahi ho raha hai.,0
MORLY/E/2023/2345680,"Platform par chairs ki kami hai, logo ko baithne mein dikkat hoti hai.",-1
MORLY/E/2023/4567893,"Operator ka behavior bahut bekar hai, unhe training ki zaroorat hai.",0
MORLY/E/2023/6789014,Train ka reservation process confusing hai. Mera ticket cancel ho gaya.,-1
MORLY/E/2023/7890123,"Mujhe billing issue ka samna hai, account number XXXXXX ka kuch pata nahi chalta.",0
MORLY/E/2023/8901234,Station par water supply nahi hai. Bahut pareshani hoti hai.,0
MORLY/E/2023/9012346,"Staff ko polite hone ki zarurat hai, unka behavior bahut kharab hai.",0
MORLY/E/2023/2345678,"Train cancellations ka issue hai, dhyan dene ki zarurat hai.",-1
MORLY/E/2023/4567890,"Mera payment pending hai, please dekhiye PNR XXXXXX.",0
MORLY/E/2023/6789010,"Railway track par kaam nahi ho raha hai, bahut hi kharab hai is par.",0
MORLY/E/2023/8901235,"Lack of coordination between staff, mujhe help nahi mil rahi hai.",0
MORLY/E/2023/0123458,"Train service bahut bekar hoti ja rahi hai, please kuch karein.",0
MORLY/E/2023/1234567,"Train ki timing bahut late ho rahi hai, please is par kuch kijiye.",0
MORLY/E/2023/2345678,"Platform par safai ka dhyan nahi diya ja raha hai, bahut gandh hai.",0
MORLY/E/2023/3456789,"Mujhe ticket ka refund nahi mila, wallet mein paisa nahi dikh raha hai.",0
MORLY/E/2023/4567890,"Station staff thik se nahi baat karte hain, bahut rude hain.",0
MORLY/E/2023/5678901,"Train ka schedule baar baar badal raha hai, bahut pareshani ho rahi hai.",0
MORLY/E/2023/6789012,"Railway station par washroom ki safai bahut kharab hai, gandi halat hai.",0
MORLY/E/2023/7890123,"Mera ticket cancel hone par refund nahi mila, bahut samasya ho rahi hai.",0
MORLY/E/2023/8901234,"Train mein staff rude hai, unse baat karne mein dikkat aa rahi hai.",0
MORLY/E/2023/9012345,"Train ki service bahut bekar hai, bar bar delays hote hain.",0
MORLY/E/2023/0123456,"Railway station par parking bahut kharab hai, jagah nahi mil rahi.",0
MORLY/E/2023/1234568,"Mujhe online ticket booking mein dikkat aa rahi hai, payment nahi ho raha.",0
MORLY/E/2023/2345679,"Railway staff se sampark karne mein dikkat ho rahi hai, koi help nahi mil raha.",0
MORLY/E/2023/3456781,"Train ka announcement time par nahi hota, bahut samasya hoti hai.",0
MORLY/E/2023/4567892,"Station ka infrastructure bahut purana ho gaya hai, kuch updates ki zarurat hai.",0
MORLY/E/2023/5678903,"Online payment mein baar baar error aa raha hai, help chahiye.",0
MORLY/E/2023/6789014,"Staff ki training bahut zaruri hai, unhe ache se handle nahi kar rahe.",0
MORLY/E/2023/7890125,"Train ka service bahut bekar ho gaya hai, bar bar delays hote hain.",0
MORLY/E/2023/8901236,"Railway station par bahut adhik bheed hoti hai, kuch vyavastha karen.",-1
MORLY/E/2023/9012347,"Online booking mein payment problem aa raha hai, madad chahiye.",0
MORLY/E/2023/0123458,Staff ki training bahut kamzor hai. Unhe ache se samjhaya nahi ja raha.,0
MORLY/E/2023/1234569,"Train mein AC kaam nahi kar raha, bahut garmi ho rahi hai.",0
MORLY/E/2023/2345670,"Station par safety measures nahi hain, kuch action lene ki zarurat hai.",0
MORLY/E/2023/1234567,Train ka schedule bahut hi kharab hai. Pichle mahine bhi delay hua tha. Kya ho raha hai?,0
MORLY/E/2023/2345678,Mujhe payment refund nahi mila. Kya aap meri help kar sakte hain? Mera PNR hai: X0X5X.,0
MORLY/E/2023/3456789,Train staff bahut rude hain aur unka behavior bilkul sahi nahi hai. Kindly dekhiye.,0
MORLY/E/2023/4567890,Platform par safai nahi ho rahi hai. Bahut ganda ho gaya hai. Iska kya hoga?,0
MORLY/E/2023/5678901,Train time par nahi aayi aur main meeting ke liye late ho gaya. Yeh baar baar ho raha hai.,0
MORLY/E/2023/6789012,Mera ticket cancel hone ke baad bhi amount refund nahi hua. Kya aap dekh sakte hain?,0
MORLY/E/2023/7890123,Train staff ka behavior theek nahi hai. Unka response bahut rude hai. Dekhiye!,0
MORLY/E/2023/8901234,Station ki building purani aur suni hai. Kya isse renovate kiya ja sakta hai? Bahut zarurat hai.,0
MORLY/E/2023/9012345,Kuch trains aksar cancel ho rahi hain. Isse travel plan kharab ho raha hai. Kya kuch kiya ja sakta hai?,-1
MORLY/E/2023/0123456,"Mujhe ticket book karte waqt payment failure hua. Kaafi baar hua hai, please dekhiye.",0
MORLY/E/2023/1234568,Kuch staff logon ka behavior bahut kharab hai. Help chahiye mujhe.,0
MORLY/E/2023/2345679,Station ki building bahut purani ho gayi hai. Iska kuch kiya jaaye?,0
MORLY/E/2023/3456780,Mujhe bar-bar train ka time change hota hai. Yeh bahut pareshan kar raha hai!,0
MORLY/E/2023/4567891,Mujhe payment nahi mil raha after cancellation. Please help!,0
MORLY/E/2023/5678902,Staff ka behavior bahut achha nahi hai. Main chinta mein hoon.,0
MORLY/E/2023/6789013,Station ki cleanliness bahut kharab hai. Iske liye kuch kya ho raha hai?,0
MORLY/E/2023/7890124,Train ka schedule bilkul bhi theek nahi hai. Bar-bar late ho raha hai.,0
MORLY/E/2023/8901235,Payment ke liye baar baar issue aa raha hai. Kya aap madad kar sakte hain?,0
MORLY/E/2023/9012346,Staff ke behaviour mein dikkat aa rahi hai. Kya kuch kiya ja sakta hai?,0
MORLY/E/2023/5678901,Train ka time bar bar delay ho raha hai. Bahut pareshani ho rahi hai.,0
MORLY/E/2023/1234567,"Maine ticket book kiya tha, par payment nahi hua. Mujhe refund chahiye.",0
MORLY/E/2023/2345678,Train staff bahut rude hain. Unka behavior theek nahi hai.,0
MORLY/E/2023/3456789,"Platform par safai nahi hoti, bahut gandh hai. Zaroori hai kuch karna.",0
MORLY/E/2023/4567890,Train ki cleanliness se badi samasya hai. Koi bhi dhyan nahi de raha.,0
MORLY/E/2023/5678901,"Maine online ticket liya tha, lekin money nahi gaya. Mujhe help chahiye.",0
MORLY/E/2023/6789012,"Train conductor bahut anjaan hai, unhe training ki zaroorat hai.",0
MORLY/E/2023/7890123,"Railway station par lift band hai, zaruri hai khulna.",0
MORLY/E/2023/8901234,Train ki timing sahi nahi ho rahi hai. Bahut samasya ho rahi hai.,0
MORLY/E/2023/9012345,Mujhe refund nahi mila ab tak. Bahut din ho gaye.,0
MORLY/E/2023/0123456,"Railway staff bahut assistants nahi hain, thoda badlav hona chahiye.",-1
MORLY/E/2023/1234568,Railway tracks ke paas gande paani ki samasya hai. Is par kuch karna chahiye.,0
MORLY/E/2023/2345679,Train ki timings bilkul galat hain. Mera kaam time par nahi ho raha.,0
MORLY/E/2023/3456780,"Ticket cancellation ke liye money nahi mila, yeh galat hai.",0
MORLY/E/2023/4567891,Train ke staff ki training ki zaroorat hai. Kaam karne ka tareeka nahi pata.,0
MORLY/E/2023/5678902,Railway station par construction ka kaam bahut dheere ho raha hai.,0
MORLY/E/2023/6789013,Train mein kaafi pasengers hain aur koi seat nahi mil rahi hai.,0
MORLY/E/2023/7890124,"Mujhe refund nahi mila, ticket cancel karne par. Kya karna hai?",0
MORLY/E/2023/8901235,Staff ka behavior bilkul bekar hai. Unhe training ki zaroorat hai.,0
MORLY/E/2023/9012346,Station par kaafi saari lights nahi chal rahi hain. Darwaze khulne par andhera hota hai.,0
MORLY/E/2023/1234567,"Train ka time change hua hai, mujhe pata nahi chal paya. Main time pe nahi pahunch paya.",-1
MORLY/E/2023/2345678,"Mujhe payment refund nahi mila hai, kindly check karein.",0
MORLY/E/2023/3456789,"Station par safai nahi hai, yahan bahut ganda hai.",0
MORLY/E/2023/4567890,"Railway staff rude hai, unse baat karna mushkil hota hai.",0
MORLY/E/2023/5678901,"Train baar baar late ho rahi hai, mujhe kaam par pahunchnay mein dikkat ho rahi hai.",0
MORLY/E/2023/6789012,"Mera ticket cancel ho gaya, refund nahi mila.",0
MORLY/E/2023/7890123,"Platform bahut kharab hai, ghusne mein dikkat hoti hai.",0
MORLY/E/2023/8901234,"Guard ka behavior theek nahi hai, unhe training ki zarurat hai.",0
MORLY/E/2023/9012345,"Train ka schedule bar-bar badal raha hai, samay par nahi aata.",0
MORLY/E/2023/0123456,"Maine online ticket book kiya tha, lekin payment deduct ho gaya par ticket nahi mili.",0
MORLY/E/2023/1234568,"Platform par paani bhara hai, logon ke liye mushkil ho raha hai.",0
MORLY/E/2023/2345679,"Railway staff asal mein sahayak nahi hai, unka vyavhaar acha nahi hai.",0
MORLY/E/2023/3456780,"Train ka AC nahi chal raha hai, kaafi garmi ho rahi hai.",0
MORLY/E/2023/4567891,Maine ticket cancel kiya par refund nahi mila.,0
MORLY/E/2023/5678902,"Wahan ka toilet bahut ganda hai, khud safai karna padta hai.",0
MORLY/E/2023/6789013,"Staff thik se kaam nahi kar rahe hain, unhe training ki zarurat hai.",0
MORLY/E/2023/7890124,"Mujhe train ka time pata nahi chala, galat info mili thi.",0
MORLY/E/2023/8901235,"Mere credit card se payment nahi ho raha, baar baar error aa raha hai.",0
MORLY/E/2023/9012346,Railway stations par kisi bhi tarah ki safai nahi hoti hai.,-1
MORLY/E/2023/8976543,"Train ka time bahut late ho gaya hai, aur koi information nahi mil rahi hai. Please kuch karein!",0
MORLY/E/2023/1234567,"Mujhe payment ke liye refund nahi mila hai, maine do hafte pehle apply kiya tha. Kya ho raha hai?",0
MORLY/E/2023/3456789,"Staff ka behavior bilkul acha nahi hai, unhone mujhe ignore kiya jab maine unse madad maangi.",0
MORLY/E/2023/4567890,Station par facilities bahut kharab hain. Bathrooms gande hain aur benches bhi nahi hain. Please kuch karein!,0
MORLY/E/2023/5678901,Train ka schedule bar-bar change ho raha hai. Iski wajah se hamein bahut dikkat ho rahi hai.,0
MORLY/E/2023/6789012,Mujhe ticket cancel karne par refund nahi mila. Bahut time ho gaya hai. Please help!,0
MORLY/E/2023/7890123,"Ticket counter par staff rude hain, unhone mere saath acha behave nahi kiya. Kya yeh acceptable hai?",0
MORLY/E/2023/8901234,Station par safai aur maintenance kaafi kharab hai. Yeh bahut behtar hona chahiye.,-1
